Number,Cell,Slice,Date,Sample,Mouse,Mouse date of birth,Mouse age,Mouse gender,Mouse genotype,Targeted layer,Inferred layer,Cre,Exon reads,Intron reads,Intergenic reads,Sequencing batch,Number of genes detected,RNA family,RNA type,RNA type confidence,RNA type top-3,ALM/VISp top-3,Length (bp),Yield (pg/µl),User,Hold Time (min),Soma depth (µm),Soma depth (4x),Cortical thickness (4x),Cortical thickness (µm),Traced,Exclusion reasons
1206,20190904_sample_5,20190904_slice_5,9/4/2019,Sample 5,mouse_NUHHS,6/30/2019,66,F,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,1748342,1705082,183903,10,9596,Vip,Vip Mybpc1_3,0.9,Vip Mybpc1_3 (90.1%),,,,,,,,,,,
1207,20190904_sample_7,20190904_slice_7,9/4/2019,Sample 7,mouse_NUHHS,6/30/2019,66,F,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,1638892,694186,103275,10,7157,Vip,Vip Chat_1,0.57,Vip Chat_1 (57.0%),,,,,,,,,,,
1208,20190905_sample_1,20190905_slice_1,9/5/2019,Sample 1,mouse_GSFFC,5/30/2019,98,F,Sst-IRES-Cre/wt; Ai9/wt,5,6,SST+,300674,138233,39061,10,3461,low quality,,,,,1512,120.66,Fede,53,1117.2,395.5,533.3,1471.908,y,
1209,20190905_sample_3,20190905_slice_3,9/5/2019,Sample 3,mouse_GSFFC,5/30/2019,98,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,10022580,1198111,371285,10,13911,Sst,Sst Hpse,0.93,Sst Hpse (92.6%),,,,,,,,,,,
1210,20190906_sample_1,20190906_slice_1,9/6/2019,Sample 1,mouse_GSHJT,7/2/2019,66,F,Viaat-Cre/wt; Ai9/wt,5,5,VIAAT+,4204839,2619590,303577,10,11418,Lamp5,Lamp5 Slc35d3,0.95,Lamp5 Slc35d3 (95.3%),Lamp5 Lsp1 (100.0%),2252,115.2,Fede,52,769.4,280.8,568.7,1569.612,y,
1211,20190906_sample_5,20190906_slice_3,9/6/2019,Sample 5,mouse_GSHJT,7/2/2019,66,F,Viaat-Cre/wt; Ai9/wt,5,6,VIAAT+,3111364,3339979,431650,10,10723,CT,L6 CT Cpa6,0.56,L6 CT Cpa6 (56.4%),,,,,,,,,,,
1212,20190906_sample_6,20190906_slice_4,9/6/2019,Sample 6,mouse_GSHJT,7/2/2019,66,F,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT+,2540627,2443842,226403,10,9816,Lamp5,Lamp5 Slc35d3,0.98,Lamp5 Slc35d3 (97.7%),Lamp5 Lsp1 (100.0%),2126,121.78,Fede,42,1419.7,517.3,645.7,1782.132,y,
1213,20190910_sample_1,20190910_slice_1,9/10/2019,Sample 1,mouse_OOATG,7/21/2019,51,M,Vip-IRES-Cre/wt; Ai9/wt,1,1,VIP-,1778695,88138,121783,10,4842,Lamp5,Lamp5 Egln3_2,0.37,Lamp5 Egln3_2 (37.0%),,,,,,,,,,,
1214,20190910_sample_2,20190910_slice_2,9/10/2019,Sample 2,mouse_OOATG,7/21/2019,51,M,Vip-IRES-Cre/wt; Ai9/wt,5,5,VIP+,5519921,2122898,347543,10,10997,Vip,Vip Htr1f,0.99,Vip Htr1f (98.7%),Vip Chat Htr1f (97.0%),1856,223.5,Fede,26,471.8,168.8,505.5,1395.18,y,
1215,20190910_sample_3,20190910_slice_3,9/10/2019,Sample 3,mouse_OOATG,7/21/2019,51,M,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,5562171,183655,226583,10,9778,Vip,Vip Mybpc1_3,0.65,Vip Mybpc1_3 (65.4%),,,,,,,,,,,
1216,20190910_sample_4,20190910_slice_4,9/10/2019,Sample 4,mouse_OOATG,7/21/2019,51,M,Vip-IRES-Cre/wt; Ai9/wt,3-Feb,3-Feb,VIP+,1971133,1669474,205935,10,8878,Vip,Vip Sncg,0.99,Vip Sncg (98.7%),Vip Col15a1 Pde1a (99.0%),1992,133.12,Fede,40,234.6,82.1,560.7,1547.532,,
1217,20190910_sample_6,20190910_slice_5,9/10/2019,Sample 6,mouse_OOATG,7/21/2019,51,M,Vip-IRES-Cre/wt; Ai9/wt,6,6,VIP+,895569,37709,51316,10,3880,Vip,Vip Serpinf1_2,0.44,Vip Serpinf1_2 (44.1%),,,,,,,,,,,
1218,20190911_sample_3,20190911_slice_3,9/11/2019,Sample 3,mouse_DFYAE,7/13/2019,60,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8+,1924221,2318146,270586,10,9209,NP,L5/6 NP_2,0.95,L5/6 NP_2 (95.1%),L5 NP ALM Trhr Nefl (97.0%),2178,106.98,Fede,20,717.1,265.2,553.1,1526.556,,
1219,20190911_sample_4,20190911_slice_4,9/11/2019,Sample 4,mouse_DFYAE,7/13/2019,60,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8+,540896,88762,72685,10,2382,IT,L5 IT_1,0.24,L5 IT_1 (23.9%),,,,,,,,,,,
1220,20190911_sample_6,20190911_slice_5,9/11/2019,Sample 6,mouse_DFYAE,7/13/2019,60,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8+,547457,771673,134411,10,4347,low quality,,,,,1850,68.41,Fede,25,1019,369.5,570.2,1573.752,,
1221,20190911_sample_7,20190911_slice_6,9/11/2019,Sample 7,mouse_DFYAE,7/13/2019,60,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,6,6,SLC17a8+,132150,60039,57000,10,2273,low quality,,,,,1503,80.51,Fede,17,1377,503.6,572.9,1581.204,,
1222,20190911_sample_9,20190911_slice_8,9/11/2019,Sample 9,mouse_DFYAE,7/13/2019,60,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,6,SLC17a8+,996577,1130067,125665,10,8393,CT,L6 CT Cpa6,0.79,L6 CT Cpa6 (79.4%),,,,,,,,,,,
1223,20190912_sample_1,20190912_slice_1,9/12/2019,Sample 1,mouse_WADVB,7/2/2019,72,F,Viaat-Cre/wt; Ai9/wt,5,5,VIAAT+,701660,30882,44938,10,3646,CT,L6 CT Cpa6,0.68,L6 CT Cpa6 (68.0%),,,,,,,,,,,
1224,20190912_sample_2,20190912_slice_2,9/12/2019,Sample 2,mouse_WADVB,7/2/2019,72,F,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT+,2084318,1766162,170100,10,11818,CT,L6b Shisa6_1,0.78,L6b Shisa6_1 (78.0%),,,,,,,,,,,
1225,20190912_sample_3,20190912_slice_3,9/12/2019,Sample 3,mouse_WADVB,7/2/2019,72,F,Viaat-Cre/wt; Ai9/wt,5,5,VIAAT+,1612538,3261151,232857,10,9774,CT,L6 CT Cpa6,0.7,L6 CT Cpa6 (69.6%),,,,,,,,,,,
1226,20190912_sample_4,20190912_slice_3,9/12/2019,Sample 4,mouse_WADVB,7/2/2019,72,F,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT+,842381,1748924,189246,10,10291,Lamp5,Lamp5 Slc35d3,0.94,Lamp5 Slc35d3 (93.9%),,,,,,,,,,,
1227,20190912_sample_6,20190912_slice_5,9/12/2019,Sample 6,mouse_WADVB,7/2/2019,72,F,Viaat-Cre/wt; Ai9/wt,5,5,VIAAT+,1074002,1807894,164794,10,7990,NP,L5/6 NP CT,0.44,L5/6 NP CT (44.3%),,,,,,,,,,,
1228,20190912_sample_8,20190912_slice_7,9/12/2019,Sample 8,mouse_WADVB,7/2/2019,72,F,Viaat-Cre/wt; Ai9/wt,6,5,VIAAT+,753378,1103197,120406,10,7420,CT,L6 CT Pou3f2,0.62,L6 CT Pou3f2 (61.7%),,,,,,,,,,,
1229,20190912_sample_10,20190912_slice_9,9/12/2019,Sample 10,mouse_WADVB,7/2/2019,72,F,Viaat-Cre/wt; Ai9/wt,5,5,VIAAT+,3205832,83235,131690,10,8150,Pvalb,Pvalb Vipr2_2,0.98,Pvalb Vipr2_2 (97.7%),Pvalb Vipr2 (100.0%),2078,87.86,Fede,31,1209.8,435.9,617.4,1704.024,y,
1230,20190917_sample_1,20190917_slice_1,9/17/2019,Sample 1,mouse_JEJAV,7/2/2019,77,F,Viaat-Cre/wt; Ai9/wt,5,5,VIAAT+,1120662,59232,77818,10,3482,CT,L6 CT Pou3f2,0.34,L6 CT Pou3f2 (34.1%),,,,,,,,,,,
1231,20190917_sample_2,20190917_slice_2,9/17/2019,Sample 2,mouse_JEJAV,7/2/2019,77,F,Viaat-Cre/wt; Ai9/wt,5,5,VIAAT+,5151671,140829,190500,10,8002,Lamp5,Lamp5 Slc35d3,0.88,Lamp5 Slc35d3 (87.6%),,,,,,,,,,,
1232,20190917_sample_3,20190917_slice_3,9/17/2019,Sample 3,mouse_JEJAV,7/2/2019,77,F,Viaat-Cre/wt; Ai9/wt,5,5,VIAAT-,3296941,2994936,341613,10,11610,IT,L4/5 IT_2,0.82,L4/5 IT_2 (81.7%),,,,,,,,,,,
1233,20190919_sample_1,20190919_slice_1,9/19/2019,Sample 1,mouse_FMODM,7/2/2019,79,F,Viaat-Cre/wt; Ai9/wt,5,6,VIAAT+,124700,24286,24030,10,1512,low quality,,,,,1561,61.7,Fede,33,1049.6,385.1,458,1264.08,,
1234,20190919_sample_4,20190919_slice_4,9/19/2019,Sample 4,mouse_FMODM,7/2/2019,79,F,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT+,5269627,1939262,328666,10,10708,Lamp5,Lamp5 Slc35d3,0.94,Lamp5 Slc35d3 (93.9%),,,,,,,,,,,
1235,20190919_sample_5,20190919_slice_5,9/19/2019,Sample 5,mouse_FMODM,7/2/2019,79,F,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT+,2744841,3483944,465392,10,12120,CT,L6b Shisa6_2,0.99,L6b Shisa6_2 (99.4%),L6b VISp Mup5 (66.0%),,,,,,,,,,
1236,20190924_sample_1,20190924_slice_1,9/24/2019,Sample 1,mouse_XTXOH,6/16/2019,100,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2138053,3073206,350576,10,10673,Sst,Sst Th_1,0.7,Sst Th_1 (69.6%),,,,,,,,,,,
1237,20190924_sample_2,20190924_slice_2,9/24/2019,Sample 2,mouse_XTXOH,6/16/2019,100,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2136970,2290377,340047,10,10979,Sst,Sst C1ql3_2,0.99,Sst C1ql3_2 (98.7%),Sst Rxfp1 Eya1 (85.0%),,,,,,,,,,
1238,20190924_sample_3,20190924_slice_3,9/24/2019,Sample 3,mouse_XTXOH,6/16/2019,100,F,Sst-IRES-Cre/wt; Ai9/wt,5,3-Feb,SST+,5892036,4767989,666836,10,13207,IT,L2/3 IT_3,0.91,L2/3 IT_3 (90.7%),,,,,,,,,,,
1239,20190924_sample_4,20190924_slice_4,9/24/2019,Sample 4,mouse_XTXOH,6/16/2019,100,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,3391369,3856608,439999,10,9714,Sst,Sst Myh8_1,0.98,Sst Myh8_1 (97.6%),Sst Chrna2 Glra3 (98.0%),1897,117.39,Fede,35,1030.9,374.1,533.5,1472.46,,
1240,20190924_sample_5,20190924_slice_5,9/24/2019,Sample 5,mouse_XTXOH,6/16/2019,100,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2794410,1501726,224745,10,8043,Sst,Sst Myh8_1,0.98,Sst Myh8_1 (98.3%),Sst Chrna2 Glra3 (100.0%),2124,121.42,Fede,45,832,305.4,517.2,1427.472,,
1241,20190924_sample_6,20190924_slice_6,9/24/2019,Sample 6,mouse_XTXOH,6/16/2019,100,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2627015,2514975,343282,10,9749,Sst,Sst Hpse,0.99,Sst Hpse (99.1%),Sst Hpse Cbln4 (98.0%),2234,112.44,Fede,25,550.9,203.7,451.1,1245.036,,
1242,20190924_sample_7,20190924_slice_7,9/24/2019,Sample 7,mouse_XTXOH,6/16/2019,100,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,3218949,3020676,370492,10,11086,Pvalb,Pvalb Gabrg1,0.71,Pvalb Gabrg1 (71.4%),,,,,,,,,,,
1243,20190924_sample_8,20190924_slice_8,9/24/2019,Sample 8,mouse_XTXOH,6/16/2019,100,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST-,2232673,2535868,296305,10,9915,CT,L6b Col6a1,0.96,L6b Col6a1 (96.3%),L6b VISp Col8a1 Rprm (92.0%),,,,,,,,,,
1244,20190925_sample_2,20190925_slice_2,9/25/2019,Sample 2,mouse_EODLM,5/19/2019,129,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2406409,2883882,319978,10,10489,Pvalb,Pvalb Calb1_2,0.72,Pvalb Calb1_2 (72.0%),,,,,,,,,,,
1245,20190925_sample_3,20190925_slice_3,9/25/2019,Sample 3,mouse_EODLM,5/19/2019,129,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,3029825,1946582,316941,10,10412,Sst,Sst Hpse,0.97,Sst Hpse (96.9%),Sst Hpse Cbln4 (100.0%),1688,248.94,Fede,43,578.1,212.3,521.5,1439.34,y,
1246,20190925_sample_4,20190925_slice_4,9/25/2019,Sample 4,mouse_EODLM,5/19/2019,129,F,Sst-IRES-Cre/wt; Ai9/wt,6,5,SST-,423152,45341,49221,10,3371,CT,L6b Shisa6_1,0.28,L6b Shisa6_1 (28.4%),,,,,,,,,,,
1247,20190925_sample_5,20190925_slice_5,9/25/2019,Sample 5,mouse_EODLM,5/19/2019,129,F,Sst-IRES-Cre/wt; Ai9/wt,5,3-Feb,SST-,2442275,1928563,311815,10,10924,Sst,Sst Pvalb Calb2,0.99,Sst Pvalb Calb2 (98.6%),Sst Tac1 Htr1d (50.0%),,,,,,,,,,
1248,20190925_sample_6,20190925_slice_6,9/25/2019,Sample 6,mouse_EODLM,5/19/2019,129,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST-,3454282,3043425,441812,10,12948,Pvalb,Pvalb Gpr149,1,Pvalb Gpr149 (99.6%),Pvalb Gpr149 Islr (91.0%),,,,,,,,,,
1249,20190925_sample_7,20190925_slice_7,9/25/2019,Sample 7,mouse_EODLM,5/19/2019,129,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,3286926,2645023,487356,10,9338,Sst,Sst Calb2,0.85,Sst Calb2 (84.6%),,,,,,,,,,,
1250,20190926_sample_2,20190926_slice_2,9/26/2019,Sample 2,mouse_BSSDD,5/19/2019,130,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST-,5848074,6957386,911972,10,15311,ET,L5 ET_3,0.58,L5 ET_3 (57.6%),,,,,,,,,,,
1251,20190926_sample_3,20190926_slice_3,9/26/2019,Sample 3,mouse_BSSDD,5/19/2019,130,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2290603,1350282,203887,10,8399,Sst,Sst C1ql3_2,0.77,Sst C1ql3_2 (77.3%),,,,,,,,,,,
1252,20190926_sample_4,20190926_slice_4,9/26/2019,Sample 4,mouse_BSSDD,5/19/2019,130,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST-,1461162,1597908,247459,10,6994,ET,L5 ET_1,0.55,L5 ET_1 (54.7%),,,,,,,,,,,
1253,20190926_sample_5,20190926_slice_5,9/26/2019,Sample 5,mouse_BSSDD,5/19/2019,130,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2946641,2255253,233433,10,10261,Pvalb,Pvalb Gpr149,0.85,Pvalb Gpr149 (84.6%),,,,,,,,,,,
1254,20190926_sample_6,20190926_slice_6,9/26/2019,Sample 6,mouse_BSSDD,5/19/2019,130,M,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2927243,1938863,278970,10,9876,Sst,Sst Pvalb Etv1,0.67,Sst Pvalb Etv1 (67.3%),,,,,,,,,,,
1255,20190927_sample_1,20190927_slice_1,9/27/2019,Sample 1,mouse_ZKETK,8/8/2019,50,F,Vipr2-IRES2-Cre-D/wt; Ai9/wt,5,3-Feb,VIPR2+,328041,313035,38678,10,9166,IT,L2/3 IT_3,0.91,L2/3 IT_3 (90.6%),,,,,,,,,,,
1256,20190927_sample_2,20190927_slice_2,9/27/2019,Sample 2,mouse_ZKETK,8/8/2019,50,F,Vipr2-IRES2-Cre-D/wt; Ai9/wt,5,6,VIPR2+,1047796,1369105,166018,10,8606,CT,L6 CT Pou3f2,0.88,L6 CT Pou3f2 (88.0%),,,,,,,,,,,
1257,20190927_sample_3,20190927_slice_3,9/27/2019,Sample 3,mouse_ZKETK,8/8/2019,50,F,Vipr2-IRES2-Cre-D/wt; Ai9/wt,5,5,VIPR2+,880369,1057353,92956,10,8422,Pvalb,Pvalb Reln,0.99,Pvalb Reln (99.3%),Pvalb Reln Itm2a (100.0%),?,?,Fede,40,513.6,187.7,544,1501.44,y,
1258,20190927_sample_4,20190927_slice_4,9/27/2019,Sample 4,mouse_ZKETK,8/8/2019,50,F,Vipr2-IRES2-Cre-D/wt; Ai9/wt,5,6,VIPR2+,1370888,1924075,197695,10,10538,IT,L5 IT_4,0.88,L5 IT_4 (88.4%),,,,,,,,,,,
1259,20190927_sample_5,20190927_slice_5,9/27/2019,Sample 5,mouse_ZKETK,8/8/2019,50,F,Vipr2-IRES2-Cre-D/wt; Ai9/wt,5,5,VIPR2+,1340985,1761523,241966,10,11580,Pvalb,Pvalb Gpr149,1,Pvalb Gpr149 (99.7%),Pvalb Gpr149 Islr (78.0%),,,,,,,,,,
1260,20190927_sample_6,20190927_slice_6,9/27/2019,Sample 6,mouse_ZKETK,8/8/2019,50,F,Vipr2-IRES2-Cre-D/wt; Ai9/wt,5,5,VIPR2+,460141,361212,40597,10,5740,Vip,Vip Serpinf1_2,0.67,Vip Serpinf1_2 (66.9%),,,,,,,,,,,
1261,20190927_sample_7,20190927_slice_7,9/27/2019,Sample 7,mouse_ZKETK,8/8/2019,50,F,Vipr2-IRES2-Cre-D/wt; Ai9/wt,5,5,VIPR2+,9361,1713,659,10,3431,CT,L6 CT Cpa6,0.79,L6 CT Cpa6 (79.3%),,,,,,,,,,,
1262,20191001_sample_1,20191001_slice_1,10/1/2019,Sample 1,mouse_JHFFH,5/30/2019,124,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,7311617,7709285,997141,11,11875,Sst,Sst Htr1a,0.97,Sst Htr1a (97.0%),Sst Hpse Sema3c (95.0%),2041,135.94,Fede,37,677.7,249.7,462.4,1276.224,,
1263,20191001_sample_2,20191001_slice_2,10/1/2019,Sample 2,mouse_JHFFH,5/30/2019,124,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST-,453909,48234,43307,11,2462,low quality,,,,,1524,52.6,Fede,22,692.5,252.7,435.6,1202.256,,
1264,20191001_sample_3,20191001_slice_3,10/1/2019,Sample 3,mouse_JHFFH,5/30/2019,124,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2357332,2074685,317305,11,9516,Sst,Sst Crhr2_1,0.99,Sst Crhr2_1 (99.4%),Sst Crh 4930553C11Rik  (79.0%),,,,,,,,,,
1265,20191001_sample_4,20191001_slice_4,10/1/2019,Sample 4,mouse_JHFFH,5/30/2019,124,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,4150813,2949687,319067,11,11046,Pvalb,Pvalb Egfem1,0.98,Pvalb Egfem1 (98.1%),Pvalb Th Sst (61.0%),,,,,,,,,,
1266,20191001_sample_5,20191001_slice_5,10/1/2019,Sample 5,mouse_JHFFH,5/30/2019,124,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,2643114,2119501,268520,11,9290,Sst,Sst C1ql3_2,0.65,Sst C1ql3_2 (64.6%),,,,,,,,,,,
1267,20191001_sample_6,20191001_slice_6,10/1/2019,Sample 6,mouse_JHFFH,5/30/2019,124,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2888815,2293097,292710,11,9943,Sst,Sst Crhr2_1,0.72,Sst Crhr2_1 (72.3%),,,,,,,,,,,
1268,20191003_sample_2,20191003_slice_2,10/3/2019,Sample 2,mouse_WOZNK,5/30/2019,126,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1069328,117763,72670,11,4100,low quality,,,,,1758,43.51,Fede,65,605.8,221.1,462.2,1275.672,,
1269,20191003_sample_3,20191003_slice_3,10/3/2019,Sample 3,mouse_WOZNK,5/30/2019,126,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,2786918,2745060,348889,11,9823,Sst,Sst Etv1,0.52,Sst Etv1 (52.0%),,,,,,,,,,,
1270,20191003_sample_4,20191003_slice_4,10/3/2019,Sample 4,mouse_WOZNK,5/30/2019,126,F,Sst-IRES-Cre/wt; Ai9/wt,5,3-Feb,SST+,3837387,3524074,663850,11,11373,Sst,Sst Hpse,0.72,Sst Hpse (72.0%),,,,,,,,,,,
1271,20191003_sample_5,20191003_slice_5,10/3/2019,Sample 5,mouse_WOZNK,5/30/2019,126,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,12189363,2415530,511832,11,13314,Sst,Sst Hpse,0.97,Sst Hpse (97.0%),Sst Hpse Cbln4 (100.0%),2101,318.14,Fede,69,450.1,170.1,457.4,1262.424,,
1272,20191003_sample_6,20191003_slice_5,10/3/2019,Sample 6,mouse_WOZNK,5/30/2019,126,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST-,2385722,5979694,624167,11,12288,CT,L6b Ror1,0.93,L6b Ror1 (92.7%),,,,,,,,,,,
1273,20191010_sample_1,20191010_slice_1,10/10/2019,Sample 1,mouse_LZMHR,8/18/2019,53,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8+,6695336,11536298,1356285,11,15042,IT,L5 IT_1,0.68,L5 IT_1 (67.9%),,,,,,,,,,,
1274,20191010_sample_2,20191010_slice_2,10/10/2019,Sample 2,mouse_LZMHR,8/18/2019,53,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8-,14227326,5664552,845106,11,15487,Sst,Sst Pvalb Calb2,0.97,Sst Pvalb Calb2 (97.3%),Sst Mme Fam114a1 (100.0%),2258,381.67,Fede,30,667.2,241.1,476.3,1314.588,y,
1275,20191010_sample_3,20191010_slice_3,10/10/2019,Sample 3,mouse_LZMHR,8/18/2019,53,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8+,11442292,2816946,609180,11,14474,IT,L4/5 IT_2,0.89,L4/5 IT_2 (89.3%),,,,,,,,,,,
1276,20191010_sample_4,20191010_slice_4,10/10/2019,Sample 4,mouse_LZMHR,8/18/2019,53,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8+,2712627,4006220,425500,11,10306,Pvalb,Pvalb Calb1_2,0.56,Pvalb Calb1_2 (55.9%),,,,,,,,,,,
1277,20191010_sample_6,20191010_slice_6,10/10/2019,Sample 6,mouse_LZMHR,8/18/2019,53,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8-,13543846,5533950,867261,11,14636,Pvalb,Pvalb Kank4,0.89,Pvalb Kank4 (89.3%),,,,,,,,,,,
1278,20191010_sample_7,20191010_slice_7,10/10/2019,Sample 7,mouse_LZMHR,8/18/2019,53,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,5,5,SLC17a8-,4775391,5890670,973595,11,14543,ET,L5 ET_4,0.57,L5 ET_4 (56.7%),,,,,,,,,,,
1279,20191028_sample_1,20191028_slice_1,10/28/2019,Sample 1,mouse_YAOHK,8/21/2019,68,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1792389,993469,220611,11,7588,Sst,Sst Hpse,0.61,Sst Hpse (60.6%),,,,,,,,,,,
1280,20191028_sample_2,20191028_slice_2,10/28/2019,Sample 2,mouse_YAOHK,8/21/2019,68,F,Sst-IRES-Cre/wt; Ai9/wt,6,6,SST+,886804,106083,109164,11,2584,Sst,Sst Chodl,0.93,Sst Chodl (92.6%),,,,,,,,,,,
1281,20191028_sample_3,20191028_slice_3,10/28/2019,Sample 3,mouse_YAOHK,8/21/2019,68,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST-,5283948,6484511,673777,11,13036,Pvalb,Pvalb Kank4,0.85,Pvalb Kank4 (85.1%),,,,,,,,,,,
1282,20191028_sample_4,20191028_slice_4,10/28/2019,Sample 4,mouse_YAOHK,8/21/2019,68,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST-,676575,119304,124933,11,3035,low quality,,,,,1524,52.61,Fede,23,831.35,302,511,1410.36,,
1283,20191028_sample_5,20191028_slice_5,10/28/2019,Sample 5,mouse_YAOHK,8/21/2019,68,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,640728,168400,134980,11,5985,low quality,,,,,1532,54.32,Fede,21,412.4,149,498.4,1375.584,,
1284,20191030_sample_2,20191030_slice_2,10/30/2019,Sample 2,mouse_LLDPD,8/21/2019,70,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST+,1380239,1367416,185432,11,7123,Sst,Sst Tac2,0.34,Sst Tac2 (33.7%),,,,,,,,,,,
1285,20191030_sample_3,20191030_slice_3,10/30/2019,Sample 3,mouse_LLDPD,8/21/2019,70,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST-,5431134,9115670,1127049,11,14313,ET,L5 ET_3,0.5,L5 ET_3 (50.1%),,,,,,,,,,,
1286,20191030_sample_4,20191030_slice_4,10/30/2019,Sample 4,mouse_LLDPD,8/21/2019,70,F,Sst-IRES-Cre/wt; Ai9/wt,6,5,SST-,1784167,996680,178973,11,5729,NP,L5/6 NP_3,0.92,L5/6 NP_3 (92.3%),,,,,,,,,,,
1287,20191030_sample_5,20191030_slice_5,10/30/2019,Sample 5,mouse_LLDPD,8/21/2019,70,F,Sst-IRES-Cre/wt; Ai9/wt,5,5,SST-,3780908,5118384,644930,11,11733,Sst,Sst Crhr2_2,0.85,Sst Crhr2_2 (84.6%),,,,,,,,,,,
1288,20191101_sample_1,20191101_slice_1,11/1/2019,Sample 1,mouse_EXEHJ,8/29/2019,64,M,Viaat-Cre/wt; Ai9/wt,1,1,VIAAT+,9480497,2912194,537868,11,13018,Lamp5,Lamp5 Pdlim5_2,0.7,Lamp5 Pdlim5_2 (70.0%),,,,,,,,,,,
1289,20191101_sample_2,20191101_slice_2,11/1/2019,Sample 2,mouse_EXEHJ,8/29/2019,64,M,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT+,4031811,4187632,401362,11,10738,CT,L6 CT Cpa6,0.91,L6 CT Cpa6 (91.0%),,,,,,,,,,,
1290,20191101_sample_3,20191101_slice_3,11/1/2019,Sample 3,mouse_EXEHJ,8/29/2019,64,M,Viaat-Cre/wt; Ai9/wt,1,1,VIAAT+,2414056,1864833,259249,11,9518,Lamp5,Lamp5 Egln3_1,0.86,Lamp5 Egln3_1 (85.7%),,,,,,,,,,,
1291,20191101_sample_4,20191101_slice_4,11/1/2019,Sample 4,mouse_EXEHJ,8/29/2019,64,M,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT+,4604614,6284668,404957,11,11084,CT,L6 CT Cpa6,0.81,L6 CT Cpa6 (81.4%),,,,,,,,,,,
1292,20191101_sample_5,20191101_slice_5,11/1/2019,Sample 5,mouse_EXEHJ,8/29/2019,64,M,Viaat-Cre/wt; Ai9/wt,6,6,VIAAT+,7505019,892253,317923,11,10298,CT,L6 CT Pou3f2,0.53,L6 CT Pou3f2 (53.0%),,,,,,,,,,,
